UMLS:C3495144:T048:DISO	Apraxias, Articulatory
UMLS:C0003165:T047:DISO	coalworker's pneumoconioses|pneumoconiosis, coal worker|coal lung miners|coal pneumoconiosis workers|miner's lungs, coal|miner's lung, coal|coal miner pneumoconiosis|coal lungs worker's|coal miners lung|coal worker's pneumoconioses|miner lung, coal|miners' asthma|coal worker pneumoconiosis|coal workers pneumoconiosis|coal miners' pneumoconiosis|lungs, black|black lung diseases|anthracoses|coal workers' lung|black lung|coal miner's pneumoconiosis|pneumoconiosis coal|pneumoconioses, coalworker's|coal miners pneumoconiosis|coal miner lungs|coal pneumoconiosis workers'|pneumoconiosis, coalworker's|coal miner's lung|anthracosis|black lung disease|collier lung|coalworkers pneumoconiosis|miner lungs, coal|coal worker pneumoconioses|coalworker's pneumoconiosis|pneumoconiosis, coal workers|coal miner's lungs|coalworker pneumoconiosis|pneumoconiosis, coal worker's|coal worker's pneumoconiosis|coal workers' pneumoconiosis|pneumoconioses, coal worker's|coal miner lung|black lungs|lung, black
UMLS:C0003164:T047:DISO	anthracosilicoses|anthracosilicosis
UMLS:C0003152:T047:DISO	tibial syndromes, anterior|syndrome, anterior tibial|anterior tibial syndrome|tibial syndrome, anterior|anterior compartment syndrome|compartment syndrome anterior|compartment syndromes, anterior|syndromes, anterior tibial|anterior tibial syndromes|anterior compartment syndromes|syndromes, anterior compartment|syndrome, anterior compartment|compartment syndrome, anterior
UMLS:C0003132:T046:DISO	Anoxic encephalopathy
UMLS:C0003130:T046:DISO	Oxygen supply absent
UMLS:C0003128:T047:DISO	anovulation|ovulation failure|anovulations
UMLS:C0003125:T048:DISO	Anorexia nervosa
UMLS:C0003123:T047:DISO	loss of appetite|lack of appetite|anorectic|appetite loss|lost appetite|anorexia|anorexic|anorexias
UMLS:C0003119:T019:DISO	Anophthalmia
UMLS:C0003113:T048:DISO	Anomia|Amnesic aphasia|Amnestic aphasia|Anomic aphasia|Nominal aphasia
UMLS:C0003102:T047:DISO	annular grooves|grooves, annular|groove, annular|annular groove
UMLS:C0003099:T048:DISO	Anniversary Reaction
UMLS:C0003090:T047:DISO	ankyloses|frozen joint|fusion of joint|ankylosis of joint|joint fusion|ankylosis|joint ankylosis|frozen joints|anchylosis
UMLS:C0003081:T047:DISO	anisometropia
UMLS:C0003076:T019:DISO	Congenital aniridia|Absent iris|Aniridia|Isolated Aniridia|MedGen UID: 141047, Concept ID: C0443147, Intellectual Product|MedGen UID: 832438, Concept ID: CN227390, Intellectual Product
UMLS:C0003047:T047:DISO	animals disease|animals diseases|diseases, animal|animal diseases|animal disease|disease animal
UMLS:C0003028:T047:DISO	anhidrosis|absence of sweating|adiaphoresis|anhydrosis|absent sweating
UMLS:C0002994:T046:DISO	Angioedema|Angioneurotic oedema|Angiooedema|Quincke edema
UMLS:C0002992:T047:DISO	angiomatoses|diffuse hemangioma|diffuse angiomatosis|angiomatosis
UMLS:C0002991:T191:DISO	Cutaneous Fibrous Histiocytoma
UMLS:C0002989:T191:DISO	Skin Epithelioid Hemangioma
UMLS:C0002986:T047:DISO	disease, fabry|deficiency, alpha-galactosidase a|fabrys disease|deficiency, ceramide trihexosidase|alpha-galactosidase a deficiencies|alpha galactosidase deficiency|anderson fabry disease|fabry disease|alpha galactosidase a deficiency disease|fabry's disease|diffuse angiokeratoma|dystopic lipidoses, hereditary|lipidoses, hereditary dystopic|alpha-galactosidase a deficiency|anderson-fabry disease|gla deficiency|trihexosidase deficiency, ceramide|ceramide trihexosidosis|deficiencies, alpha-galactosidase a|fabri disease|dystopic lipidosis, hereditary|alpha-galactosidase a deficiency disease|deficiencies, ceramide trihexosidase|trihexosidase deficiencies, ceramide|ceramide trihexosidase deficiency|disease fabry|angiokeratoma corporis diffusum|ceramide trihexosidase deficiencies|hereditary dystopic lipidosis|lipidosis, hereditary dystopic|angiokeratomas, diffuse|angiokeratoma, diffuse|thesaurismosis hereditaria|disease fabry's|hereditary dystopic lipidoses|alpha galactosidase a deficiency|diffuse angiokeratomas
UMLS:C0002985:T191:DISO	Angiokeratoma|Angiokeratomas
UMLS:C0002983:T047:DISO	angioid streaks of choroid
UMLS:C0002982:T047:DISO	streaks, angioid|angioid streaks|streak, angioid|angioid streak
UMLS:C0002965:T047:DISO	anginas, unstable|impending infarction|unstable angina pectori|anginas, preinfarction|preinfarction anginas|angina pectoris, unstable|intermediate coronary syndrome|unstable anginas|unstable angina pectoris|angina, preinfarction|angina, unstable|rest angina|preinfarction angina|unstable angina|crescendo angina|pre-infarction syndrome|angina pectori, unstable|angina at rest|angina unstable
UMLS:C0002963:T047:DISO	prinzmetal's angina|variant angina pectoris|prinzmetal angina|angina, prinzmetal|angina, prinzmetal's|vasospastic angina|prinzmetals angina|prinzmetal variant angina|angina prinzmetal|angina pectoris, variant|variant angina|angina variant
UMLS:C0002959:T190:DISO	Phlebarteriectasia
UMLS:C0002950:T047:DISO	inflammatory aneurysm|aneurysms, infected|infected aneurysms|infective aneurysm|aneurysms inflammatory|infected aneurysm|aneurysm, infected
UMLS:C0002949:T047:DISO	artery dissecting aneurysm|artery dissection|aneurysm dissecting|arteries dissection|arterial dissections|dissecting aneurysm|dissecting aneurysms|aneurysms, dissecting|aneurysm, dissecting|dissection arterial|arterial dissection
UMLS:C0002940:T047:DISO	aneurysm|aneurysms|aneurysmal dilatation
UMLS:C0002938:T049:DISO	Aneuploidy
UMLS:C0002902:T019:DISO	Anencephalus|Absence of a large part of the brain and the skull|Anencephaly|MedGen UID: 109109, Concept ID: C0600599, Genetic Function|MedGen UID: 832438, Concept ID: CN227390, Intellectual Product
UMLS:C0002899:T047:DISO	anemias due to disorders of glutathione metabolism|anemia due to disorder of glutathione metabolism
UMLS:C0002898:T047:DISO	anemia target cell|target cell anemia|anemia cells target
UMLS:C0002897:T047:DISO	anemia, splenic|splenic anemias|anemias, splenic|splenic anemia
UMLS:C0002896:T047:DISO	refractory sideroblastic anemia|primary sideroblastic anemia|anemia, primary sideroblastic|sideroblastic anemia|anemia sideroblastic|anemias, sideroblastic|sideroachrestic anemia|sideroblastic anaemia|anemia, sideroblastic|anemia, sideroachrestic|sideroblastic anemias
UMLS:C0002895:T047:DISO	sickle cell anaemia|sickle cell anemias|anemia cells sickles|sickle-cell anaemia|anaemia cell sickle|disease hb s|disease, hemoglobin s|cell disorder sickle|anemia, sickle cell|anemia sickle celled|herrick anemia|disease sickle-cell|anemia cell disorders sickle|hemoglobin s disease|cell sickle syndromes|anemia cell disorder sickle|disease sickle cell|anemia sickle cell|scds|cell disease, sickle|scd|hemoglobin s diseases|sickle-cell disease|cell diseases, sickle|anemias, sickle cell|sickle cell disorders|sickle cell syndrome|sicklemia|cell sickle syndrome|sickling disorder due to hemoglobin s|cell diseases sickle|herrick's anemia|sickle cell disorder|sickle-cell anemia|sickle cell anemia|syndrome sickle cell|sickle cell diseases|hemoglobin ss disease|anemia sickle-cell|cells disease sickle|anemia cells sickle|hb s disease|cell disorders, sickle|sickle-cell anemia nos|sickle cell disease|cell disorder, sickle
UMLS:C0002894:T191:DISO	Myelodysplastic Syndrome with Excess Blasts
UMLS:C0002893:T047:DISO	anemias, refractory|refractory anemias|aregenerative anemia|refractory anemia|refractory anemia (ra)|refractory anaemia|anemia, refractory|anemia refractory|ra
UMLS:C0002892:T047:DISO	pernicious anaemia|anemia, pernicious|addisonian anemia|pernicious anemia|biermer anemia|addisons anemia|addison anemia|anemia, addison's|anemia, addisons|addison's anemia|addison-biermer anemia|malignant anemia|anemia, addison|biermer's anemia
UMLS:C0002891:T047:DISO	anemia neonatorum|anemias, neonatal|neonatal anaemia|neonatal anemias|anemia, neonatal|anaemia neonatal|anemia neonatal|neonatal anemia
UMLS:C0002890:T047:DISO	anemias, leukoerythroblastic|anemia, myelophthisic|anemia, leukoerythroblastic|leukoerythroblastic anemias|myelophthisic anemia|myelophthisic anemias|leukoerythroblastic anemia|leukoerythroblastosis|anemias, myelophthisic|anemias myelophthisic
UMLS:C0002889:T047:DISO	anemia, microangiopathic|microangiopathic anemia
UMLS:C0002888:T047:DISO	megaloblastic anemias|megaloblastic anaemia|megaloblastic|anemia megaloblastic|anemia, megaloblastic|megaloblastic anemia|anemias, megaloblastic
UMLS:C0002886:T047:DISO	macrocytic anemias|anemia macrocytic|anemias, macrocytic|macrocytic anemia|anemia disorders macrocytic|macrocytic anaemia|anemia, macrocytic
UMLS:C0002884:T047:DISO	hypochromic anemias|hypochromic anemia|anemia hypochromic|hypochromic anaemia|anemia, hypochromic|anemias, hypochromic
UMLS:C0002883:T047:DISO	anemia, hemolytic, idiopathic acquired
UMLS:C0002882:T047:DISO	anemia, hemolytic congenital, nonspherocytic|hereditary nonspherocytic hemolytic anemia|anemia, hemolytic, congenital nonspherocytic|hemolytic anemia, congenital nonspherocytic|congenital nonspherocytic hemolytic anemia|anemia, congenital nonspherocytic hemolytic
UMLS:C0002881:T047:DISO	congenital hemolytic anemia|anemias, hereditary hemolytic|anemias, congenital hemolytic|anemia, congenital hemolytic|hemolytic anemia, hereditary|anemia, hereditary hemolytic|anemia, hemolytic, hereditary|anemia, hemolytic, congenital|hereditary hemolytic anemia|hemolytic anemias, congenital|hereditary hemolytic anemias|hereditary haemolytic anaemias|hemolytic anemia, congenital|hemolytic anemias, hereditary|anaemias haemolytics hereditary|congenital hemolytic anemias|hereditary hemolytic anemia nos
UMLS:C0002880:T047:DISO	autoimmune haemolytic anaemia|anaemia haemolytic autoimmune|hemolytic autoimmune anemia|autoimmune haemolytic anaemias|anemia, hemolytic, autoimmune|anemia, autoimmune hemolytic|anemia autoimmune hemolytic|hemolytic anemias, autoimmune|autoimmune hemolytic anemias|anemias, autoimmune hemolytic|autoimmune hemolytic anemia|immunohemolytic anemia|anemia hemolytic autoimmune|hemolytic anemia, autoimmune
UMLS:C0002879:T047:DISO	anemia, hemolytic, acquired|hemolytic anemia, acquired|acquired hemolytic anemia|acquired hemolytic anemias|anemia, acquired hemolytic|acquired hemolytic anemia nos|acquired anemia hemolytic
UMLS:C0002878:T047:DISO	hemolytic anemia|anemia, hemolytic|hemolytic anemias|haemolytic anaemia|haemolytic anaemias
UMLS:C0002876:T047:DISO	dyserythropoietic anemias, congenital|congenital dyshematopoietic anemia|cda|dyserythropoietic anemia, congenital|congenital dyserythropoietic anemia|congenital dyserythropoietic anemias|anemia, congenital dyserythropoietic|anemias, congenital dyserythropoietic|anemia, dyserythropoietic, congenital|anemia, congenital dyshematopoietic
UMLS:C0002875:T047:DISO	thalassemia (beta-thalassemia major) major|anemia cooley's|erythroblastic anemia|thalassemia major|anemia, cooley|cooley's anaemia|major thalassemia|homozygous beta thalassemia|thalassemia majors (beta-thalassemia major)|thalassemia (beta-thalassemia major) majors|mediterranean anaemia|beta thalassemia major|anemia, erythroblastic|anemia, cooley's|major, thalassemia (beta-thalassemia major)|erythroblastic anemias|cooley anemia|anemias, erythroblastic|beta thalassaemia major|cooley's anemia|thalassemia major (beta-thalassemia major)|majors, thalassemia (beta-thalassemia major)|anemia, mediterranean|thalassaemia major|thalassemia major (beta thalassemia major)|mediterranean anemia|anemia, cooleys|cooleys anemia|cooley anaemia
UMLS:C0002874:T047:DISO	erythroid aplasia|aplastic anemia nos|aplastic anemias|bone marrow aplasia|aplastic anaemia|anemia, aplastic|aplastic anemia|anemias, aplastic
UMLS:C0002873:T047:DISO	anaemia chronic disease|anaemia of chronic disease|anaemia chronic diseases|anemia chronic diseases|anemias chronic disease|anemia chronic disease|acd|chronic anemia disease|acds|anemia of chronic disease|chronic disease anemia
UMLS:C0002871:T047:DISO	anaemia|anemias|anaemias|anemia
UMLS:C0002831:T047:DISO	ancylostomiases|ankylostomiasis|ancylostomiasis
UMLS:C0002797:T047:DISO	fever tick|anaplasmosis|anaplasmoses|fevers tick|tick fever|fever ticks
UMLS:C0002796:T047:DISO	anaplasmataceae infections|infections, anaplasmataceae|infection, anaplasmataceae|anaplasmataceae infection
UMLS:C0002793:T191:DISO	Anaplastic Lesion
UMLS:C0002792:T046:DISO	Anaphylactic shock|Anaphylaxis
UMLS:C0002768:T019:DISO	Congenital Indifference to Pain
UMLS:C0002757:T191:DISO	Anal Gland Neoplasms
UMLS:C0002736:T047:DISO	gehrigs disease|lou gehrigs disease|lou gehrig disease|lou gehrig's disease|bulbar motor neuron disease|amyotrophic lateral sclerosis motor neuron disease|lateral scleroses, amyotrophic|amyotrophic lateral sclerosis|als|amyotrophic lateral scleroses|als (amyotrophic lateral sclerosis)|disease, lou-gehrigs|motor neuron disease, bulbar|motor neuron disease, amyotrophic lateral sclerosis|lou gehrig disease (als)|lou gehrig's disease (als)|gehrig's disease|lou-gehrigs disease|gehrig disease|amyotrophic laterals sclerosis|sclerosis, amyotrophic lateral
UMLS:C0002735:T047:DISO	oppenheims disease|oppenheim disease|floppy amyotonic infant|amyotonia congenita|congenital atonic pseudoparalysis|oppenheim's disease
UMLS:C0002726:T047:DISO	amyloid diseases|amyloidosis|amyloid disease|amyloidosis nos|amyloidoses
UMLS:C0002693:T047:DISO	amputation, intrauterine|amputations, intrauterine|intrauterine amputation|intrauterine amputations
UMLS:C0002636:T047:DISO	streeter syndrome|syndrome, amniotic band|syndrome, streeter|amniotic band syndrome|amniotic band constriction
UMLS:C0002631:T047:DISO	infection of amniotic cavity|amnionitides|amnionitis
UMLS:C0002625:T048:DISO	Amnestic disorder
UMLS:C0002624:T048:DISO	Retrograde amnesia
UMLS:C0002623:T048:DISO	Post-traumatic amnesia
UMLS:C0002622:T048:DISO	Amnesia
UMLS:C0002534:T047:DISO	inborn renal aminoaciduria|aminoaciduria, renal|aminoacidurias, renal|renal aminoacidurias|renal aminoaciduria
UMLS:C0002514:T047:DISO	hyperaminoacidurias|amino acidopathy|amino acidopathies|aminoacidopathy|amino acid metabolism, inborn error|amino acidopathies, congenital|inborn amino acidopathies|acid amino disorder|congenital amino acidopathies|acid amino disorders metabolism|inborn errors, amino acid metabolism|amino acid metabolism disorders|disorders of amino acid metabolism|acid amino disorders|amino acid disorder|amino acidopathies, inborn|amino acid metabolism, inborn errors|congenital amino acidopathy|inborn amino acidopathy|inborn aminoacid metabolism disorder|inborn error amino acid metabolism|inborn amino acid metabolism disorders|aminoacidopathies|amino acidopathy, congenital|amino acid metabolism disorder|acids amino disorder|disorders of amino-acid transport and metabolism|amino acid metabolism disorders, inborn|amino acidopathy, inborn
UMLS:C0002453:T047:DISO	amenorrhoea|amenia|absence of menstruation|menstruation absence|amenorrhea|cessation of menses|lack of menses
UMLS:C0002452:T019:DISO	Amelogenesis imperfecta|Congenital enamel hypoplasia|MedGen UID: 141025, Concept ID: C0441748, Intellectual Product|MedGen UID: 141047, Concept ID: C0443147, Intellectual Product|MedGen UID: 376232, Concept ID: C1847879, Finding
UMLS:C0002448:T191:DISO	Ameloblastoma
UMLS:C0002447:T019:DISO	Amelia
UMLS:C0002445:T047:DISO	amebomas|ameboma
UMLS:C0002441:T047:DISO	amebiasis cutaneous|cutaneous amebiasis
UMLS:C0002438:T047:DISO	amebiases|amebiasis nos|amoebiases|amebiasis|amoebiasis
UMLS:C0002418:T047:DISO	amblyopic|amblyopia|amblyopias
UMLS:C0002395:T047:DISO	alzheimer diseases|primary degenerative dementia|dementia of the alzheimer type|disease, alzheimer|primary senile degenerative dementia|ad|alzheimer's diseases|alzheimer disease|alzheimers dementia|disease, alzheimer's|dementias, senile|simple senile dementia|alzheimer's disease|dementia, primary senile degenerative|senile dementia, alzheimer type|dats|senile dementias|dementia alzheimers|alzheimer type senile dementia|senile dementia|alzheimer dementia|alzheimers disease|alzheimer type dementia|dementia, alzheimer type|dementia, senile|alzheimer's dementia|dementia of the alzheimer's type
UMLS:C0002390:T047:DISO	hypersensitivity pneumonia|alveolitis allergic|hypersensitivity pneumonitis|alveolitides, extrinsic allergic|alveolitis, extrinsic allergic|hypersensitivity pneumonitides|alveolitis, allergic|allergic alveolitis, extrinsic|allergic alveolitides, extrinsic|allergic extrinsic alveolitis|pneumonitides, hypersensitivity|extrinsic allergic alveolitides|extrinsic allergic alveolitis|pneumonitis, hypersensitivity|allergic alveolitis|extrinsic alveolitis, allergic|allergic pneumonitis
UMLS:C0002382:T047:DISO	periodontal resorption|resorption, periodontal|alveolar bone atrophy|bone loss, periodontal|bone atrophies, alveolar|bone losses, periodontal|periodontal bone losses|alveolar resorptions|resorption, alveolar|periodontal resorptions|resorptions, alveolar|alveolar process atrophy|periodontal bone loss|alveolar bone atrophies|alveolar bone losses|bone loss, alveolar|alveolar process atrophies|alveolar resorption|bone atrophy, alveolar|alveolar bone loss
UMLS:C0002351:T047:DISO	mountain sicknesses|hypobaropathy|sicknesses, altitude|hypobaric sickness|anoxia due to high altitude|high altitute sickness|sickness, mountain|sicknesses, mountain|alpine sickness|altitude sickness|altitude effects high|effects of high altitude|andes disease|sickness, altitude|mountain sickness|altitude sicknesses|high altitude effects
